"alpha","gamma","initRabbits","initFoxes","meansteps","hash"
"0.03","0.08","10","10","38.4","0.03-0.08-10-10"
"0.03","0.08","10","100","69.2","0.03-0.08-10-100"
"0.03","0.08","10","20","71.3","0.03-0.08-10-20"
"0.03","0.08","10","30","54.9","0.03-0.08-10-30"
"0.03","0.08","10","40","62.0","0.03-0.08-10-40"
"0.03","0.08","10","50","69.5","0.03-0.08-10-50"
"0.03","0.08","10","60","58.1","0.03-0.08-10-60"
"0.03","0.08","10","70","60.7","0.03-0.08-10-70"
"0.03","0.08","10","80","70.2","0.03-0.08-10-80"
"0.03","0.08","10","90","66.1","0.03-0.08-10-90"
"0.03","0.08","100","10","178.4","0.03-0.08-100-10"
"0.03","0.08","100","100","250.5","0.03-0.08-100-100"
"0.03","0.08","100","20","362.0","0.03-0.08-100-20"
"0.03","0.08","100","30","334.6","0.03-0.08-100-30"
"0.03","0.08","100","40","447.2","0.03-0.08-100-40"
"0.03","0.08","100","50","489.0","0.03-0.08-100-50"
"0.03","0.08","100","60","447.8","0.03-0.08-100-60"
"0.03","0.08","100","70","297.8","0.03-0.08-100-70"
"0.03","0.08","100","80","424.8","0.03-0.08-100-80"
"0.03","0.08","100","90","379.3","0.03-0.08-100-90"
"0.03","0.08","20","10","41.1","0.03-0.08-20-10"
"0.03","0.08","20","100","85.8","0.03-0.08-20-100"
"0.03","0.08","20","20","114.4","0.03-0.08-20-20"
"0.03","0.08","20","30","206.1","0.03-0.08-20-30"
"0.03","0.08","20","40","89.5","0.03-0.08-20-40"
"0.03","0.08","20","50","141.3","0.03-0.08-20-50"
"0.03","0.08","20","60","97.8","0.03-0.08-20-60"
"0.03","0.08","20","70","94.0","0.03-0.08-20-70"
"0.03","0.08","20","80","67.1","0.03-0.08-20-80"
"0.03","0.08","20","90","90.6","0.03-0.08-20-90"
"0.03","0.08","30","10","93.2","0.03-0.08-30-10"
"0.03","0.08","30","100","148.2","0.03-0.08-30-100"
"0.03","0.08","30","20","69.7","0.03-0.08-30-20"
"0.03","0.08","30","30","149.7","0.03-0.08-30-30"
"0.03","0.08","30","40","103.5","0.03-0.08-30-40"
"0.03","0.08","30","50","146.0","0.03-0.08-30-50"
"0.03","0.08","30","60","167.9","0.03-0.08-30-60"
"0.03","0.08","30","70","220.3","0.03-0.08-30-70"
"0.03","0.08","30","80","107.0","0.03-0.08-30-80"
"0.03","0.08","30","90","182.8","0.03-0.08-30-90"
"0.03","0.08","40","10","92.4","0.03-0.08-40-10"
"0.03","0.08","40","100","291.9","0.03-0.08-40-100"
"0.03","0.08","40","20","145.8","0.03-0.08-40-20"
"0.03","0.08","40","30","215.0","0.03-0.08-40-30"
"0.03","0.08","40","40","252.5","0.03-0.08-40-40"
"0.03","0.08","40","50","233.3","0.03-0.08-40-50"
"0.03","0.08","40","60","194.8","0.03-0.08-40-60"
"0.03","0.08","40","70","169.7","0.03-0.08-40-70"
"0.03","0.08","40","80","123.6","0.03-0.08-40-80"
"0.03","0.08","40","90","158.4","0.03-0.08-40-90"
"0.03","0.08","50","10","195.2","0.03-0.08-50-10"
"0.03","0.08","50","100","352.5","0.03-0.08-50-100"
"0.03","0.08","50","20","220.7","0.03-0.08-50-20"
"0.03","0.08","50","30","269.4","0.03-0.08-50-30"
"0.03","0.08","50","40","294.8","0.03-0.08-50-40"
"0.03","0.08","50","50","320.2","0.03-0.08-50-50"
"0.03","0.08","50","60","290.7","0.03-0.08-50-60"
"0.03","0.08","50","70","190.3","0.03-0.08-50-70"
"0.03","0.08","50","80","434.2","0.03-0.08-50-80"
"0.03","0.08","50","90","278.8","0.03-0.08-50-90"
"0.03","0.08","60","10","195.6","0.03-0.08-60-10"
"0.03","0.08","60","100","351.9","0.03-0.08-60-100"
"0.03","0.08","60","20","236.0","0.03-0.08-60-20"
"0.03","0.08","60","30","270.3","0.03-0.08-60-30"
"0.03","0.08","60","40","266.8","0.03-0.08-60-40"
"0.03","0.08","60","50","302.2","0.03-0.08-60-50"
"0.03","0.08","60","60","299.3","0.03-0.08-60-60"
"0.03","0.08","60","70","343.0","0.03-0.08-60-70"
"0.03","0.08","60","80","231.7","0.03-0.08-60-80"
"0.03","0.08","60","90","239.4","0.03-0.08-60-90"
"0.03","0.08","70","10","140.8","0.03-0.08-70-10"
"0.03","0.08","70","100","245.8","0.03-0.08-70-100"
"0.03","0.08","70","20","254.2","0.03-0.08-70-20"
"0.03","0.08","70","30","303.3","0.03-0.08-70-30"
"0.03","0.08","70","40","440.8","0.03-0.08-70-40"
"0.03","0.08","70","50","389.6","0.03-0.08-70-50"
"0.03","0.08","70","60","435.0","0.03-0.08-70-60"
"0.03","0.08","70","70","310.7","0.03-0.08-70-70"
"0.03","0.08","70","80","289.9","0.03-0.08-70-80"
"0.03","0.08","70","90","301.5","0.03-0.08-70-90"
"0.03","0.08","80","10","221.3","0.03-0.08-80-10"
"0.03","0.08","80","100","543.9","0.03-0.08-80-100"
"0.03","0.08","80","20","323.5","0.03-0.08-80-20"
"0.03","0.08","80","30","377.0","0.03-0.08-80-30"
"0.03","0.08","80","40","453.1","0.03-0.08-80-40"
"0.03","0.08","80","50","459.7","0.03-0.08-80-50"
"0.03","0.08","80","60","591.3","0.03-0.08-80-60"
"0.03","0.08","80","70","311.9","0.03-0.08-80-70"
"0.03","0.08","80","80","346.6","0.03-0.08-80-80"
"0.03","0.08","80","90","349.6","0.03-0.08-80-90"
"0.03","0.08","90","10","239.9","0.03-0.08-90-10"
"0.03","0.08","90","100","369.9","0.03-0.08-90-100"
"0.03","0.08","90","20","315.8","0.03-0.08-90-20"
"0.03","0.08","90","30","416.6","0.03-0.08-90-30"
"0.03","0.08","90","40","533.7","0.03-0.08-90-40"
"0.03","0.08","90","50","387.2","0.03-0.08-90-50"
"0.03","0.08","90","60","719.3","0.03-0.08-90-60"
"0.03","0.08","90","70","390.5","0.03-0.08-90-70"
"0.03","0.08","90","80","496.8","0.03-0.08-90-80"
"0.03","0.08","90","90","370.6","0.03-0.08-90-90"
"0.03","0.09","10","10","31.0","0.03-0.09-10-10"
"0.03","0.09","10","100","57.6","0.03-0.09-10-100"
"0.03","0.09","10","20","38.9","0.03-0.09-10-20"
"0.03","0.09","10","30","66.0","0.03-0.09-10-30"
"0.03","0.09","10","40","45.4","0.03-0.09-10-40"
"0.03","0.09","10","50","50.4","0.03-0.09-10-50"
"0.03","0.09","10","60","54.8","0.03-0.09-10-60"
"0.03","0.09","10","70","58.2","0.03-0.09-10-70"
"0.03","0.09","10","80","53.7","0.03-0.09-10-80"
"0.03","0.09","10","90","56.9","0.03-0.09-10-90"
"0.03","0.09","100","10","229.1","0.03-0.09-100-10"
"0.03","0.09","100","100","314.0","0.03-0.09-100-100"
"0.03","0.09","100","20","497.4","0.03-0.09-100-20"
"0.03","0.09","100","30","393.7","0.03-0.09-100-30"
"0.03","0.09","100","40","431.0","0.03-0.09-100-40"
"0.03","0.09","100","50","368.6","0.03-0.09-100-50"
"0.03","0.09","100","60","388.2","0.03-0.09-100-60"
"0.03","0.09","100","70","274.2","0.03-0.09-100-70"
"0.03","0.09","100","80","411.3","0.03-0.09-100-80"
"0.03","0.09","100","90","260.6","0.03-0.09-100-90"
"0.03","0.09","20","10","40.7","0.03-0.09-20-10"
"0.03","0.09","20","100","61.3","0.03-0.09-20-100"
"0.03","0.09","20","20","90.3","0.03-0.09-20-20"
"0.03","0.09","20","30","45.1","0.03-0.09-20-30"
"0.03","0.09","20","40","53.6","0.03-0.09-20-40"
"0.03","0.09","20","50","54.6","0.03-0.09-20-50"
"0.03","0.09","20","60","65.2","0.03-0.09-20-60"
"0.03","0.09","20","70","89.6","0.03-0.09-20-70"
"0.03","0.09","20","80","61.6","0.03-0.09-20-80"
"0.03","0.09","20","90","66.3","0.03-0.09-20-90"
"0.03","0.09","30","10","48.5","0.03-0.09-30-10"
"0.03","0.09","30","100","102.6","0.03-0.09-30-100"
"0.03","0.09","30","20","65.9","0.03-0.09-30-20"
"0.03","0.09","30","30","87.2","0.03-0.09-30-30"
"0.03","0.09","30","40","197.6","0.03-0.09-30-40"
"0.03","0.09","30","50","95.1","0.03-0.09-30-50"
"0.03","0.09","30","60","151.3","0.03-0.09-30-60"
"0.03","0.09","30","70","79.2","0.03-0.09-30-70"
"0.03","0.09","30","80","99.7","0.03-0.09-30-80"
"0.03","0.09","30","90","127.9","0.03-0.09-30-90"
"0.03","0.09","40","10","116.9","0.03-0.09-40-10"
"0.03","0.09","40","100","155.3","0.03-0.09-40-100"
"0.03","0.09","40","20","114.2","0.03-0.09-40-20"
"0.03","0.09","40","30","121.9","0.03-0.09-40-30"
"0.03","0.09","40","40","158.1","0.03-0.09-40-40"
"0.03","0.09","40","50","164.2","0.03-0.09-40-50"
"0.03","0.09","40","60","189.4","0.03-0.09-40-60"
"0.03","0.09","40","70","126.8","0.03-0.09-40-70"
"0.03","0.09","40","80","103.2","0.03-0.09-40-80"
"0.03","0.09","40","90","128.7","0.03-0.09-40-90"
"0.03","0.09","50","10","103.8","0.03-0.09-50-10"
"0.03","0.09","50","100","107.9","0.03-0.09-50-100"
"0.03","0.09","50","20","235.5","0.03-0.09-50-20"
"0.03","0.09","50","30","172.7","0.03-0.09-50-30"
"0.03","0.09","50","40","160.8","0.03-0.09-50-40"
"0.03","0.09","50","50","194.4","0.03-0.09-50-50"
"0.03","0.09","50","60","218.6","0.03-0.09-50-60"
"0.03","0.09","50","70","172.9","0.03-0.09-50-70"
"0.03","0.09","50","80","245.7","0.03-0.09-50-80"
"0.03","0.09","50","90","177.7","0.03-0.09-50-90"
"0.03","0.09","60","10","83.6","0.03-0.09-60-10"
"0.03","0.09","60","100","177.0","0.03-0.09-60-100"
"0.03","0.09","60","20","104.2","0.03-0.09-60-20"
"0.03","0.09","60","30","267.6","0.03-0.09-60-30"
"0.03","0.09","60","40","241.7","0.03-0.09-60-40"
"0.03","0.09","60","50","241.1","0.03-0.09-60-50"
"0.03","0.09","60","60","202.5","0.03-0.09-60-60"
"0.03","0.09","60","70","160.7","0.03-0.09-60-70"
"0.03","0.09","60","80","137.1","0.03-0.09-60-80"
"0.03","0.09","60","90","224.0","0.03-0.09-60-90"
"0.03","0.09","70","10","91.8","0.03-0.09-70-10"
"0.03","0.09","70","100","179.6","0.03-0.09-70-100"
"0.03","0.09","70","20","222.9","0.03-0.09-70-20"
"0.03","0.09","70","30","177.8","0.03-0.09-70-30"
"0.03","0.09","70","40","346.5","0.03-0.09-70-40"
"0.03","0.09","70","50","274.6","0.03-0.09-70-50"
"0.03","0.09","70","60","323.9","0.03-0.09-70-60"
"0.03","0.09","70","70","308.8","0.03-0.09-70-70"
"0.03","0.09","70","80","174.4","0.03-0.09-70-80"
"0.03","0.09","70","90","232.0","0.03-0.09-70-90"
"0.03","0.09","80","10","167.6","0.03-0.09-80-10"
"0.03","0.09","80","100","301.5","0.03-0.09-80-100"
"0.03","0.09","80","20","359.2","0.03-0.09-80-20"
"0.03","0.09","80","30","253.5","0.03-0.09-80-30"
"0.03","0.09","80","40","383.7","0.03-0.09-80-40"
"0.03","0.09","80","50","305.3","0.03-0.09-80-50"
"0.03","0.09","80","60","438.5","0.03-0.09-80-60"
"0.03","0.09","80","70","462.4","0.03-0.09-80-70"
"0.03","0.09","80","80","255.8","0.03-0.09-80-80"
"0.03","0.09","80","90","261.2","0.03-0.09-80-90"
"0.03","0.09","90","10","198.3","0.03-0.09-90-10"
"0.03","0.09","90","100","337.7","0.03-0.09-90-100"
"0.03","0.09","90","20","334.8","0.03-0.09-90-20"
"0.03","0.09","90","30","308.4","0.03-0.09-90-30"
"0.03","0.09","90","40","258.1","0.03-0.09-90-40"
"0.03","0.09","90","50","446.2","0.03-0.09-90-50"
"0.03","0.09","90","60","428.7","0.03-0.09-90-60"
"0.03","0.09","90","70","388.8","0.03-0.09-90-70"
"0.03","0.09","90","80","441.5","0.03-0.09-90-80"
"0.03","0.09","90","90","266.3","0.03-0.09-90-90"
"0.03","0.1","10","10","20.8","0.03-0.1-10-10"
"0.03","0.1","10","100","68.5","0.03-0.1-10-100"
"0.03","0.1","10","20","34.9","0.03-0.1-10-20"
"0.03","0.1","10","30","45.7","0.03-0.1-10-30"
"0.03","0.1","10","40","39.0","0.03-0.1-10-40"
"0.03","0.1","10","50","46.0","0.03-0.1-10-50"
"0.03","0.1","10","60","50.7","0.03-0.1-10-60"
"0.03","0.1","10","70","47.9","0.03-0.1-10-70"
"0.03","0.1","10","80","53.8","0.03-0.1-10-80"
"0.03","0.1","10","90","58.1","0.03-0.1-10-90"
"0.03","0.1","100","10","118.9","0.03-0.1-100-10"
"0.03","0.1","100","100","263.5","0.03-0.1-100-100"
"0.03","0.1","100","20","378.0","0.03-0.1-100-20"
"0.03","0.1","100","30","213.7","0.03-0.1-100-30"
"0.03","0.1","100","40","361.6","0.03-0.1-100-40"
"0.03","0.1","100","50","419.8","0.03-0.1-100-50"
"0.03","0.1","100","60","292.8","0.03-0.1-100-60"
"0.03","0.1","100","70","360.6","0.03-0.1-100-70"
"0.03","0.1","100","80","253.3","0.03-0.1-100-80"
"0.03","0.1","100","90","283.8","0.03-0.1-100-90"
"0.03","0.1","20","10","82.9","0.03-0.1-20-10"
"0.03","0.1","20","100","60.9","0.03-0.1-20-100"
"0.03","0.1","20","20","39.9","0.03-0.1-20-20"
"0.03","0.1","20","30","58.5","0.03-0.1-20-30"
"0.03","0.1","20","40","50.5","0.03-0.1-20-40"
"0.03","0.1","20","50","59.2","0.03-0.1-20-50"
"0.03","0.1","20","60","53.3","0.03-0.1-20-60"
"0.03","0.1","20","70","50.1","0.03-0.1-20-70"
"0.03","0.1","20","80","51.9","0.03-0.1-20-80"
"0.03","0.1","20","90","49.7","0.03-0.1-20-90"
"0.03","0.1","30","10","30.4","0.03-0.1-30-10"
"0.03","0.1","30","100","78.1","0.03-0.1-30-100"
"0.03","0.1","30","20","52.6","0.03-0.1-30-20"
"0.03","0.1","30","30","66.3","0.03-0.1-30-30"
"0.03","0.1","30","40","67.5","0.03-0.1-30-40"
"0.03","0.1","30","50","105.0","0.03-0.1-30-50"
"0.03","0.1","30","60","75.3","0.03-0.1-30-60"
"0.03","0.1","30","70","52.7","0.03-0.1-30-70"
"0.03","0.1","30","80","62.3","0.03-0.1-30-80"
"0.03","0.1","30","90","130.5","0.03-0.1-30-90"
"0.03","0.1","40","10","167.2","0.03-0.1-40-10"
"0.03","0.1","40","100","130.9","0.03-0.1-40-100"
"0.03","0.1","40","20","153.2","0.03-0.1-40-20"
"0.03","0.1","40","30","128.1","0.03-0.1-40-30"
"0.03","0.1","40","40","53.1","0.03-0.1-40-40"
"0.03","0.1","40","50","71.7","0.03-0.1-40-50"
"0.03","0.1","40","60","125.7","0.03-0.1-40-60"
"0.03","0.1","40","70","95.9","0.03-0.1-40-70"
"0.03","0.1","40","80","181.8","0.03-0.1-40-80"
"0.03","0.1","40","90","84.0","0.03-0.1-40-90"
"0.03","0.1","50","10","71.2","0.03-0.1-50-10"
"0.03","0.1","50","100","69.3","0.03-0.1-50-100"
"0.03","0.1","50","20","111.4","0.03-0.1-50-20"
"0.03","0.1","50","30","180.8","0.03-0.1-50-30"
"0.03","0.1","50","40","139.5","0.03-0.1-50-40"
"0.03","0.1","50","50","180.6","0.03-0.1-50-50"
"0.03","0.1","50","60","77.0","0.03-0.1-50-60"
"0.03","0.1","50","70","149.3","0.03-0.1-50-70"
"0.03","0.1","50","80","109.6","0.03-0.1-50-80"
"0.03","0.1","50","90","59.4","0.03-0.1-50-90"
"0.03","0.1","60","10","47.6","0.03-0.1-60-10"
"0.03","0.1","60","100","127.6","0.03-0.1-60-100"
"0.03","0.1","60","20","127.6","0.03-0.1-60-20"
"0.03","0.1","60","30","194.5","0.03-0.1-60-30"
"0.03","0.1","60","40","172.2","0.03-0.1-60-40"
"0.03","0.1","60","50","207.2","0.03-0.1-60-50"
"0.03","0.1","60","60","180.4","0.03-0.1-60-60"
"0.03","0.1","60","70","158.4","0.03-0.1-60-70"
"0.03","0.1","60","80","230.3","0.03-0.1-60-80"
"0.03","0.1","60","90","82.9","0.03-0.1-60-90"
"0.03","0.1","70","10","81.0","0.03-0.1-70-10"
"0.03","0.1","70","100","147.9","0.03-0.1-70-100"
"0.03","0.1","70","20","201.3","0.03-0.1-70-20"
"0.03","0.1","70","30","207.3","0.03-0.1-70-30"
"0.03","0.1","70","40","221.7","0.03-0.1-70-40"
"0.03","0.1","70","50","148.0","0.03-0.1-70-50"
"0.03","0.1","70","60","233.8","0.03-0.1-70-60"
"0.03","0.1","70","70","186.0","0.03-0.1-70-70"
"0.03","0.1","70","80","187.0","0.03-0.1-70-80"
"0.03","0.1","70","90","327.9","0.03-0.1-70-90"
"0.03","0.1","80","10","153.4","0.03-0.1-80-10"
"0.03","0.1","80","100","226.6","0.03-0.1-80-100"
"0.03","0.1","80","20","258.9","0.03-0.1-80-20"
"0.03","0.1","80","30","286.5","0.03-0.1-80-30"
"0.03","0.1","80","40","244.9","0.03-0.1-80-40"
"0.03","0.1","80","50","230.2","0.03-0.1-80-50"
"0.03","0.1","80","60","228.7","0.03-0.1-80-60"
"0.03","0.1","80","70","224.4","0.03-0.1-80-70"
"0.03","0.1","80","80","318.9","0.03-0.1-80-80"
"0.03","0.1","80","90","305.4","0.03-0.1-80-90"
"0.03","0.1","90","10","205.0","0.03-0.1-90-10"
"0.03","0.1","90","100","231.1","0.03-0.1-90-100"
"0.03","0.1","90","20","256.6","0.03-0.1-90-20"
"0.03","0.1","90","30","186.3","0.03-0.1-90-30"
"0.03","0.1","90","40","329.4","0.03-0.1-90-40"
"0.03","0.1","90","50","254.9","0.03-0.1-90-50"
"0.03","0.1","90","60","445.4","0.03-0.1-90-60"
"0.03","0.1","90","70","207.7","0.03-0.1-90-70"
"0.03","0.1","90","80","294.3","0.03-0.1-90-80"
"0.03","0.1","90","90","269.6","0.03-0.1-90-90"
"0.03","0.11","10","10","25.6","0.03-0.11-10-10"
"0.03","0.11","10","100","45.8","0.03-0.11-10-100"
"0.03","0.11","10","20","30.8","0.03-0.11-10-20"
"0.03","0.11","10","30","31.8","0.03-0.11-10-30"
"0.03","0.11","10","40","60.4","0.03-0.11-10-40"
"0.03","0.11","10","50","41.4","0.03-0.11-10-50"
"0.03","0.11","10","60","37.7","0.03-0.11-10-60"
"0.03","0.11","10","70","44.0","0.03-0.11-10-70"
"0.03","0.11","10","80","48.3","0.03-0.11-10-80"
"0.03","0.11","10","90","51.3","0.03-0.11-10-90"
"0.03","0.11","100","10","137.6","0.03-0.11-100-10"
"0.03","0.11","100","100","158.4","0.03-0.11-100-100"
"0.03","0.11","100","20","164.5","0.03-0.11-100-20"
"0.03","0.11","100","30","432.5","0.03-0.11-100-30"
"0.03","0.11","100","40","285.4","0.03-0.11-100-40"
"0.03","0.11","100","50","424.9","0.03-0.11-100-50"
"0.03","0.11","100","60","263.1","0.03-0.11-100-60"
"0.03","0.11","100","70","371.4","0.03-0.11-100-70"
"0.03","0.11","100","80","217.7","0.03-0.11-100-80"
"0.03","0.11","100","90","215.7","0.03-0.11-100-90"
"0.03","0.11","20","10","31.8","0.03-0.11-20-10"
"0.03","0.11","20","100","53.2","0.03-0.11-20-100"
"0.03","0.11","20","20","46.0","0.03-0.11-20-20"
"0.03","0.11","20","30","41.8","0.03-0.11-20-30"
"0.03","0.11","20","40","43.3","0.03-0.11-20-40"
"0.03","0.11","20","50","49.7","0.03-0.11-20-50"
"0.03","0.11","20","60","52.1","0.03-0.11-20-60"
"0.03","0.11","20","70","53.8","0.03-0.11-20-70"
"0.03","0.11","20","80","41.0","0.03-0.11-20-80"
"0.03","0.11","20","90","49.8","0.03-0.11-20-90"
"0.03","0.11","30","10","24.0","0.03-0.11-30-10"
"0.03","0.11","30","100","51.2","0.03-0.11-30-100"
"0.03","0.11","30","20","36.9","0.03-0.11-30-20"
"0.03","0.11","30","30","45.8","0.03-0.11-30-30"
"0.03","0.11","30","40","42.3","0.03-0.11-30-40"
"0.03","0.11","30","50","71.9","0.03-0.11-30-50"
"0.03","0.11","30","60","68.6","0.03-0.11-30-60"
"0.03","0.11","30","70","58.2","0.03-0.11-30-70"
"0.03","0.11","30","80","52.2","0.03-0.11-30-80"
"0.03","0.11","30","90","50.5","0.03-0.11-30-90"
"0.03","0.11","40","10","27.4","0.03-0.11-40-10"
"0.03","0.11","40","100","75.4","0.03-0.11-40-100"
"0.03","0.11","40","20","80.0","0.03-0.11-40-20"
"0.03","0.11","40","30","61.8","0.03-0.11-40-30"
"0.03","0.11","40","40","60.5","0.03-0.11-40-40"
"0.03","0.11","40","50","46.0","0.03-0.11-40-50"
"0.03","0.11","40","60","74.9","0.03-0.11-40-60"
"0.03","0.11","40","70","57.7","0.03-0.11-40-70"
"0.03","0.11","40","80","56.2","0.03-0.11-40-80"
"0.03","0.11","40","90","88.6","0.03-0.11-40-90"
"0.03","0.11","50","10","131.0","0.03-0.11-50-10"
"0.03","0.11","50","100","91.7","0.03-0.11-50-100"
"0.03","0.11","50","20","37.7","0.03-0.11-50-20"
"0.03","0.11","50","30","121.6","0.03-0.11-50-30"
"0.03","0.11","50","40","79.2","0.03-0.11-50-40"
"0.03","0.11","50","50","144.0","0.03-0.11-50-50"
"0.03","0.11","50","60","50.3","0.03-0.11-50-60"
"0.03","0.11","50","70","107.6","0.03-0.11-50-70"
"0.03","0.11","50","80","50.2","0.03-0.11-50-80"
"0.03","0.11","50","90","104.6","0.03-0.11-50-90"
"0.03","0.11","60","10","39.4","0.03-0.11-60-10"
"0.03","0.11","60","100","137.0","0.03-0.11-60-100"
"0.03","0.11","60","20","76.6","0.03-0.11-60-20"
"0.03","0.11","60","30","170.1","0.03-0.11-60-30"
"0.03","0.11","60","40","74.2","0.03-0.11-60-40"
"0.03","0.11","60","50","94.5","0.03-0.11-60-50"
"0.03","0.11","60","60","100.3","0.03-0.11-60-60"
"0.03","0.11","60","70","103.6","0.03-0.11-60-70"
"0.03","0.11","60","80","140.5","0.03-0.11-60-80"
"0.03","0.11","60","90","102.5","0.03-0.11-60-90"
"0.03","0.11","70","10","43.7","0.03-0.11-70-10"
"0.03","0.11","70","100","110.9","0.03-0.11-70-100"
"0.03","0.11","70","20","206.8","0.03-0.11-70-20"
"0.03","0.11","70","30","196.2","0.03-0.11-70-30"
"0.03","0.11","70","40","106.4","0.03-0.11-70-40"
"0.03","0.11","70","50","228.5","0.03-0.11-70-50"
"0.03","0.11","70","60","162.6","0.03-0.11-70-60"
"0.03","0.11","70","70","108.3","0.03-0.11-70-70"
"0.03","0.11","70","80","115.1","0.03-0.11-70-80"
"0.03","0.11","70","90","129.2","0.03-0.11-70-90"
"0.03","0.11","80","10","62.9","0.03-0.11-80-10"
"0.03","0.11","80","100","119.2","0.03-0.11-80-100"
"0.03","0.11","80","20","155.9","0.03-0.11-80-20"
"0.03","0.11","80","30","161.8","0.03-0.11-80-30"
"0.03","0.11","80","40","204.0","0.03-0.11-80-40"
"0.03","0.11","80","50","176.4","0.03-0.11-80-50"
"0.03","0.11","80","60","155.2","0.03-0.11-80-60"
"0.03","0.11","80","70","189.5","0.03-0.11-80-70"
"0.03","0.11","80","80","190.2","0.03-0.11-80-80"
"0.03","0.11","80","90","295.2","0.03-0.11-80-90"
"0.03","0.11","90","10","178.7","0.03-0.11-90-10"
"0.03","0.11","90","100","150.4","0.03-0.11-90-100"
"0.03","0.11","90","20","126.6","0.03-0.11-90-20"
"0.03","0.11","90","30","250.0","0.03-0.11-90-30"
"0.03","0.11","90","40","202.2","0.03-0.11-90-40"
"0.03","0.11","90","50","184.7","0.03-0.11-90-50"
"0.03","0.11","90","60","282.6","0.03-0.11-90-60"
"0.03","0.11","90","70","247.4","0.03-0.11-90-70"
"0.03","0.11","90","80","202.0","0.03-0.11-90-80"
"0.03","0.11","90","90","191.1","0.03-0.11-90-90"
"0.03","0.12","10","10","26.0","0.03-0.12-10-10"
"0.03","0.12","10","100","45.6","0.03-0.12-10-100"
"0.03","0.12","10","20","31.0","0.03-0.12-10-20"
"0.03","0.12","10","30","34.6","0.03-0.12-10-30"
"0.03","0.12","10","40","43.1","0.03-0.12-10-40"
"0.03","0.12","10","50","38.2","0.03-0.12-10-50"
"0.03","0.12","10","60","40.7","0.03-0.12-10-60"
"0.03","0.12","10","70","38.7","0.03-0.12-10-70"
"0.03","0.12","10","80","40.9","0.03-0.12-10-80"
"0.03","0.12","10","90","42.0","0.03-0.12-10-90"
"0.03","0.12","100","10","86.3","0.03-0.12-100-10"
"0.03","0.12","100","100","260.5","0.03-0.12-100-100"
"0.03","0.12","100","20","112.4","0.03-0.12-100-20"
"0.03","0.12","100","30","196.1","0.03-0.12-100-30"
"0.03","0.12","100","40","176.4","0.03-0.12-100-40"
"0.03","0.12","100","50","135.2","0.03-0.12-100-50"
"0.03","0.12","100","60","240.3","0.03-0.12-100-60"
"0.03","0.12","100","70","146.4","0.03-0.12-100-70"
"0.03","0.12","100","80","138.5","0.03-0.12-100-80"
"0.03","0.12","100","90","141.5","0.03-0.12-100-90"
"0.03","0.12","20","10","28.3","0.03-0.12-20-10"
"0.03","0.12","20","100","42.6","0.03-0.12-20-100"
"0.03","0.12","20","20","31.4","0.03-0.12-20-20"
"0.03","0.12","20","30","36.3","0.03-0.12-20-30"
"0.03","0.12","20","40","33.7","0.03-0.12-20-40"
"0.03","0.12","20","50","36.4","0.03-0.12-20-50"
"0.03","0.12","20","60","40.1","0.03-0.12-20-60"
"0.03","0.12","20","70","42.8","0.03-0.12-20-70"
"0.03","0.12","20","80","43.6","0.03-0.12-20-80"
"0.03","0.12","20","90","43.6","0.03-0.12-20-90"
"0.03","0.12","30","10","28.7","0.03-0.12-30-10"
"0.03","0.12","30","100","64.7","0.03-0.12-30-100"
"0.03","0.12","30","20","44.9","0.03-0.12-30-20"
"0.03","0.12","30","30","36.7","0.03-0.12-30-30"
"0.03","0.12","30","40","45.7","0.03-0.12-30-40"
"0.03","0.12","30","50","46.1","0.03-0.12-30-50"
