"alpha","gamma","initRabbits","initFoxes","meansteps","hash"
"0.07","0.03","10","90","330.9","0.07-0.03-10-90"
"0.07","0.03","100","10","63.0","0.07-0.03-100-10"
"0.07","0.03","100","100","237.8","0.07-0.03-100-100"
"0.07","0.03","100","20","112.2","0.07-0.03-100-20"
"0.07","0.03","100","30","176.6","0.07-0.03-100-30"
"0.07","0.03","100","40","171.8","0.07-0.03-100-40"
"0.07","0.03","100","50","254.9","0.07-0.03-100-50"
"0.07","0.03","100","60","230.2","0.07-0.03-100-60"
"0.07","0.03","100","70","282.7","0.07-0.03-100-70"
"0.07","0.03","100","80","419.2","0.07-0.03-100-80"
"0.07","0.03","100","90","288.5","0.07-0.03-100-90"
"0.07","0.03","20","10","91.1","0.07-0.03-20-10"
"0.07","0.03","20","100","406.5","0.07-0.03-20-100"
"0.07","0.03","20","20","152.8","0.07-0.03-20-20"
"0.07","0.03","20","30","118.1","0.07-0.03-20-30"
"0.07","0.03","20","40","200.8","0.07-0.03-20-40"
"0.07","0.03","20","50","229.2","0.07-0.03-20-50"
"0.07","0.03","20","60","293.3","0.07-0.03-20-60"
"0.07","0.03","20","70","369.4","0.07-0.03-20-70"
"0.07","0.03","20","80","367.1","0.07-0.03-20-80"
"0.07","0.03","20","90","345.5","0.07-0.03-20-90"
"0.07","0.03","30","10","88.3","0.07-0.03-30-10"
"0.07","0.03","30","100","387.5","0.07-0.03-30-100"
"0.07","0.03","30","20","92.8","0.07-0.03-30-20"
"0.07","0.03","30","30","127.5","0.07-0.03-30-30"
"0.07","0.03","30","40","368.2","0.07-0.03-30-40"
"0.07","0.03","30","50","404.1","0.07-0.03-30-50"
"0.07","0.03","30","60","296.1","0.07-0.03-30-60"
"0.07","0.03","30","70","404.2","0.07-0.03-30-70"
"0.07","0.03","30","80","345.7","0.07-0.03-30-80"
"0.07","0.03","30","90","497.7","0.07-0.03-30-90"
"0.07","0.03","40","10","83.5","0.07-0.03-40-10"
"0.07","0.03","40","100","381.9","0.07-0.03-40-100"
"0.07","0.03","40","20","119.7","0.07-0.03-40-20"
"0.07","0.03","40","30","241.5","0.07-0.03-40-30"
"0.07","0.03","40","40","254.6","0.07-0.03-40-40"
"0.07","0.03","40","50","290.4","0.07-0.03-40-50"
"0.07","0.03","40","60","395.3","0.07-0.03-40-60"
"0.07","0.03","40","70","344.7","0.07-0.03-40-70"
"0.07","0.03","40","80","435.2","0.07-0.03-40-80"
"0.07","0.03","40","90","472.8","0.07-0.03-40-90"
"0.07","0.03","50","10","79.1","0.07-0.03-50-10"
"0.07","0.03","50","100","481.2","0.07-0.03-50-100"
"0.07","0.03","50","20","92.4","0.07-0.03-50-20"
"0.07","0.03","50","30","133.3","0.07-0.03-50-30"
"0.07","0.03","50","40","280.1","0.07-0.03-50-40"
"0.07","0.03","50","50","281.1","0.07-0.03-50-50"
"0.07","0.03","50","60","277.6","0.07-0.03-50-60"
"0.07","0.03","50","70","315.4","0.07-0.03-50-70"
"0.07","0.03","50","80","442.1","0.07-0.03-50-80"
"0.07","0.03","50","90","359.1","0.07-0.03-50-90"
"0.07","0.03","60","10","69.6","0.07-0.03-60-10"
"0.07","0.03","60","100","432.0","0.07-0.03-60-100"
"0.07","0.03","60","20","133.7","0.07-0.03-60-20"
"0.07","0.03","60","30","158.0","0.07-0.03-60-30"
"0.07","0.03","60","40","246.4","0.07-0.03-60-40"
"0.07","0.03","60","50","249.2","0.07-0.03-60-50"
"0.07","0.03","60","60","398.0","0.07-0.03-60-60"
"0.07","0.03","60","70","390.4","0.07-0.03-60-70"
"0.07","0.03","60","80","526.8","0.07-0.03-60-80"
"0.07","0.03","60","90","488.1","0.07-0.03-60-90"
"0.07","0.03","70","10","76.1","0.07-0.03-70-10"
"0.07","0.03","70","100","529.2","0.07-0.03-70-100"
"0.07","0.03","70","20","114.2","0.07-0.03-70-20"
"0.07","0.03","70","30","168.0","0.07-0.03-70-30"
"0.07","0.03","70","40","285.6","0.07-0.03-70-40"
"0.07","0.03","70","50","407.9","0.07-0.03-70-50"
"0.07","0.03","70","60","429.9","0.07-0.03-70-60"
"0.07","0.03","70","70","438.3","0.07-0.03-70-70"
"0.07","0.03","70","80","349.9","0.07-0.03-70-80"
"0.07","0.03","70","90","489.9","0.07-0.03-70-90"
"0.07","0.03","80","10","66.4","0.07-0.03-80-10"
"0.07","0.03","80","100","431.3","0.07-0.03-80-100"
"0.07","0.03","80","20","68.1","0.07-0.03-80-20"
"0.07","0.03","80","30","172.5","0.07-0.03-80-30"
"0.07","0.03","80","40","171.2","0.07-0.03-80-40"
"0.07","0.03","80","50","281.8","0.07-0.03-80-50"
"0.07","0.03","80","60","296.9","0.07-0.03-80-60"
"0.07","0.03","80","70","304.4","0.07-0.03-80-70"
"0.07","0.03","80","80","366.1","0.07-0.03-80-80"
"0.07","0.03","80","90","383.5","0.07-0.03-80-90"
"0.07","0.03","90","10","65.5","0.07-0.03-90-10"
"0.07","0.03","90","100","466.1","0.07-0.03-90-100"
"0.07","0.03","90","20","78.5","0.07-0.03-90-20"
"0.07","0.03","90","30","151.6","0.07-0.03-90-30"
"0.07","0.03","90","40","218.4","0.07-0.03-90-40"
"0.07","0.03","90","50","337.6","0.07-0.03-90-50"
"0.07","0.03","90","60","383.4","0.07-0.03-90-60"
"0.07","0.03","90","70","273.4","0.07-0.03-90-70"
"0.07","0.03","90","80","316.8","0.07-0.03-90-80"
"0.07","0.03","90","90","346.3","0.07-0.03-90-90"
"0.07","0.04","10","10","124.2","0.07-0.04-10-10"
"0.07","0.04","10","100","235.8","0.07-0.04-10-100"
"0.07","0.04","10","20","101.7","0.07-0.04-10-20"
"0.07","0.04","10","30","149.5","0.07-0.04-10-30"
"0.07","0.04","10","40","112.4","0.07-0.04-10-40"
"0.07","0.04","10","50","158.0","0.07-0.04-10-50"
"0.07","0.04","10","60","160.4","0.07-0.04-10-60"
"0.07","0.04","10","70","288.2","0.07-0.04-10-70"
"0.07","0.04","10","80","206.0","0.07-0.04-10-80"
"0.07","0.04","10","90","287.2","0.07-0.04-10-90"
"0.07","0.04","100","10","66.8","0.07-0.04-100-10"
"0.07","0.04","100","100","424.9","0.07-0.04-100-100"
"0.07","0.04","100","20","109.1","0.07-0.04-100-20"
"0.07","0.04","100","30","123.2","0.07-0.04-100-30"
"0.07","0.04","100","40","258.6","0.07-0.04-100-40"
"0.07","0.04","100","50","315.7","0.07-0.04-100-50"
"0.07","0.04","100","60","325.7","0.07-0.04-100-60"
"0.07","0.04","100","70","450.4","0.07-0.04-100-70"
"0.07","0.04","100","80","330.5","0.07-0.04-100-80"
"0.07","0.04","100","90","449.4","0.07-0.04-100-90"
"0.07","0.04","20","10","83.2","0.07-0.04-20-10"
"0.07","0.04","20","100","386.5","0.07-0.04-20-100"
"0.07","0.04","20","20","130.2","0.07-0.04-20-20"
"0.07","0.04","20","30","189.4","0.07-0.04-20-30"
"0.07","0.04","20","40","165.2","0.07-0.04-20-40"
"0.07","0.04","20","50","216.3","0.07-0.04-20-50"
"0.07","0.04","20","60","260.2","0.07-0.04-20-60"
"0.07","0.04","20","70","305.2","0.07-0.04-20-70"
"0.07","0.04","20","80","287.4","0.07-0.04-20-80"
"0.07","0.04","20","90","242.5","0.07-0.04-20-90"
"0.07","0.04","30","10","86.4","0.07-0.04-30-10"
"0.07","0.04","30","100","423.2","0.07-0.04-30-100"
"0.07","0.04","30","20","115.0","0.07-0.04-30-20"
"0.07","0.04","30","30","153.7","0.07-0.04-30-30"
"0.07","0.04","30","40","223.4","0.07-0.04-30-40"
"0.07","0.04","30","50","285.9","0.07-0.04-30-50"
"0.07","0.04","30","60","230.3","0.07-0.04-30-60"
"0.07","0.04","30","70","204.4","0.07-0.04-30-70"
"0.07","0.04","30","80","436.8","0.07-0.04-30-80"
"0.07","0.04","30","90","451.9","0.07-0.04-30-90"
"0.07","0.04","40","10","87.8","0.07-0.04-40-10"
"0.07","0.04","40","100","399.2","0.07-0.04-40-100"
"0.07","0.04","40","20","172.7","0.07-0.04-40-20"
"0.07","0.04","40","30","217.0","0.07-0.04-40-30"
"0.07","0.04","40","40","216.4","0.07-0.04-40-40"
"0.07","0.04","40","50","259.0","0.07-0.04-40-50"
"0.07","0.04","40","60","276.4","0.07-0.04-40-60"
"0.07","0.04","40","70","330.3","0.07-0.04-40-70"
"0.07","0.04","40","80","530.7","0.07-0.04-40-80"
"0.07","0.04","40","90","459.5","0.07-0.04-40-90"
"0.07","0.04","50","10","79.7","0.07-0.04-50-10"
"0.07","0.04","50","100","413.5","0.07-0.04-50-100"
"0.07","0.04","50","20","169.0","0.07-0.04-50-20"
"0.07","0.04","50","30","250.1","0.07-0.04-50-30"
"0.07","0.04","50","40","295.3","0.07-0.04-50-40"
"0.07","0.04","50","50","388.6","0.07-0.04-50-50"
"0.07","0.04","50","60","280.5","0.07-0.04-50-60"
"0.07","0.04","50","70","448.6","0.07-0.04-50-70"
"0.07","0.04","50","80","468.5","0.07-0.04-50-80"
"0.07","0.04","50","90","439.4","0.07-0.04-50-90"
"0.07","0.04","60","10","109.7","0.07-0.04-60-10"
"0.07","0.04","60","100","524.7","0.07-0.04-60-100"
"0.07","0.04","60","20","132.3","0.07-0.04-60-20"
"0.07","0.04","60","30","178.9","0.07-0.04-60-30"
"0.07","0.04","60","40","298.6","0.07-0.04-60-40"
"0.07","0.04","60","50","369.5","0.07-0.04-60-50"
"0.07","0.04","60","60","424.5","0.07-0.04-60-60"
"0.07","0.04","60","70","602.0","0.07-0.04-60-70"
"0.07","0.04","60","80","399.7","0.07-0.04-60-80"
"0.07","0.04","60","90","585.9","0.07-0.04-60-90"
"0.07","0.04","70","10","69.8","0.07-0.04-70-10"
"0.07","0.04","70","100","486.3","0.07-0.04-70-100"
"0.07","0.04","70","20","105.3","0.07-0.04-70-20"
"0.07","0.04","70","30","231.8","0.07-0.04-70-30"
"0.07","0.04","70","40","260.6","0.07-0.04-70-40"
"0.07","0.04","70","50","311.8","0.07-0.04-70-50"
"0.07","0.04","70","60","353.5","0.07-0.04-70-60"
"0.07","0.04","70","70","557.4","0.07-0.04-70-70"
"0.07","0.04","70","80","435.6","0.07-0.04-70-80"
"0.07","0.04","70","90","643.3","0.07-0.04-70-90"
"0.07","0.04","80","10","77.2","0.07-0.04-80-10"
"0.07","0.04","80","100","393.6","0.07-0.04-80-100"
"0.07","0.04","80","20","243.7","0.07-0.04-80-20"
"0.07","0.04","80","30","181.5","0.07-0.04-80-30"
"0.07","0.04","80","40","306.6","0.07-0.04-80-40"
"0.07","0.04","80","50","299.9","0.07-0.04-80-50"
"0.07","0.04","80","60","309.7","0.07-0.04-80-60"
"0.07","0.04","80","70","363.2","0.07-0.04-80-70"
"0.07","0.04","80","80","435.1","0.07-0.04-80-80"
"0.07","0.04","80","90","413.6","0.07-0.04-80-90"
"0.07","0.04","90","10","84.8","0.07-0.04-90-10"
"0.07","0.04","90","100","513.2","0.07-0.04-90-100"
"0.07","0.04","90","20","124.5","0.07-0.04-90-20"
"0.07","0.04","90","30","248.0","0.07-0.04-90-30"
"0.07","0.04","90","40","288.1","0.07-0.04-90-40"
"0.07","0.04","90","50","291.0","0.07-0.04-90-50"
"0.07","0.04","90","60","458.2","0.07-0.04-90-60"
"0.07","0.04","90","70","487.8","0.07-0.04-90-70"
"0.07","0.04","90","80","455.4","0.07-0.04-90-80"
"0.07","0.04","90","90","465.6","0.07-0.04-90-90"
"0.07","0.05","10","10","78.9","0.07-0.05-10-10"
"0.07","0.05","10","100","206.7","0.07-0.05-10-100"
"0.07","0.05","10","20","100.4","0.07-0.05-10-20"
"0.07","0.05","10","30","144.5","0.07-0.05-10-30"
"0.07","0.05","10","40","159.5","0.07-0.05-10-40"
"0.07","0.05","10","50","136.6","0.07-0.05-10-50"
"0.07","0.05","10","60","188.2","0.07-0.05-10-60"
"0.07","0.05","10","70","165.1","0.07-0.05-10-70"
"0.07","0.05","10","80","154.7","0.07-0.05-10-80"
"0.07","0.05","10","90","201.9","0.07-0.05-10-90"
"0.07","0.05","100","10","112.8","0.07-0.05-100-10"
"0.07","0.05","100","100","476.0","0.07-0.05-100-100"
"0.07","0.05","100","20","173.3","0.07-0.05-100-20"
"0.07","0.05","100","30","262.2","0.07-0.05-100-30"
"0.07","0.05","100","40","306.9","0.07-0.05-100-40"
"0.07","0.05","100","50","404.0","0.07-0.05-100-50"
"0.07","0.05","100","60","444.4","0.07-0.05-100-60"
"0.07","0.05","100","70","480.6","0.07-0.05-100-70"
"0.07","0.05","100","80","461.3","0.07-0.05-100-80"
"0.07","0.05","100","90","458.4","0.07-0.05-100-90"
"0.07","0.05","20","10","94.4","0.07-0.05-20-10"
"0.07","0.05","20","100","238.9","0.07-0.05-20-100"
"0.07","0.05","20","20","99.5","0.07-0.05-20-20"
"0.07","0.05","20","30","185.1","0.07-0.05-20-30"
"0.07","0.05","20","40","150.2","0.07-0.05-20-40"
"0.07","0.05","20","50","262.3","0.07-0.05-20-50"
"0.07","0.05","20","60","178.6","0.07-0.05-20-60"
"0.07","0.05","20","70","227.3","0.07-0.05-20-70"
"0.07","0.05","20","80","275.6","0.07-0.05-20-80"
"0.07","0.05","20","90","316.3","0.07-0.05-20-90"
"0.07","0.05","30","10","136.1","0.07-0.05-30-10"
"0.07","0.05","30","100","270.4","0.07-0.05-30-100"
"0.07","0.05","30","20","116.4","0.07-0.05-30-20"
"0.07","0.05","30","30","161.5","0.07-0.05-30-30"
"0.07","0.05","30","40","214.8","0.07-0.05-30-40"
"0.07","0.05","30","50","305.2","0.07-0.05-30-50"
"0.07","0.05","30","60","262.2","0.07-0.05-30-60"
"0.07","0.05","30","70","314.2","0.07-0.05-30-70"
"0.07","0.05","30","80","325.4","0.07-0.05-30-80"
"0.07","0.05","30","90","374.8","0.07-0.05-30-90"
"0.07","0.05","40","10","109.7","0.07-0.05-40-10"
"0.07","0.05","40","100","392.6","0.07-0.05-40-100"
"0.07","0.05","40","20","137.6","0.07-0.05-40-20"
"0.07","0.05","40","30","156.8","0.07-0.05-40-30"
"0.07","0.05","40","40","276.3","0.07-0.05-40-40"
"0.07","0.05","40","50","303.4","0.07-0.05-40-50"
"0.07","0.05","40","60","223.6","0.07-0.05-40-60"
"0.07","0.05","40","70","281.8","0.07-0.05-40-70"
"0.07","0.05","40","80","398.8","0.07-0.05-40-80"
"0.07","0.05","40","90","418.2","0.07-0.05-40-90"
"0.07","0.05","50","10","91.8","0.07-0.05-50-10"
"0.07","0.05","50","100","384.1","0.07-0.05-50-100"
"0.07","0.05","50","20","170.4","0.07-0.05-50-20"
"0.07","0.05","50","30","257.3","0.07-0.05-50-30"
"0.07","0.05","50","40","304.7","0.07-0.05-50-40"
"0.07","0.05","50","50","288.2","0.07-0.05-50-50"
"0.07","0.05","50","60","327.9","0.07-0.05-50-60"
"0.07","0.05","50","70","417.3","0.07-0.05-50-70"
"0.07","0.05","50","80","314.7","0.07-0.05-50-80"
"0.07","0.05","50","90","387.0","0.07-0.05-50-90"
"0.07","0.05","60","10","101.6","0.07-0.05-60-10"
"0.07","0.05","60","100","474.9","0.07-0.05-60-100"
"0.07","0.05","60","20","130.4","0.07-0.05-60-20"
"0.07","0.05","60","30","287.3","0.07-0.05-60-30"
"0.07","0.05","60","40","419.3","0.07-0.05-60-40"
"0.07","0.05","60","50","269.6","0.07-0.05-60-50"
"0.07","0.05","60","60","339.3","0.07-0.05-60-60"
"0.07","0.05","60","70","393.9","0.07-0.05-60-70"
"0.07","0.05","60","80","448.7","0.07-0.05-60-80"
"0.07","0.05","60","90","379.5","0.07-0.05-60-90"
"0.07","0.05","70","10","99.9","0.07-0.05-70-10"
"0.07","0.05","70","100","494.7","0.07-0.05-70-100"
"0.07","0.05","70","20","183.6","0.07-0.05-70-20"
"0.07","0.05","70","30","307.6","0.07-0.05-70-30"
"0.07","0.05","70","40","270.1","0.07-0.05-70-40"
"0.07","0.05","70","50","299.7","0.07-0.05-70-50"
"0.07","0.05","70","60","361.6","0.07-0.05-70-60"
"0.07","0.05","70","70","399.0","0.07-0.05-70-70"
"0.07","0.05","70","80","397.0","0.07-0.05-70-80"
"0.07","0.05","70","90","557.6","0.07-0.05-70-90"
"0.07","0.05","80","10","93.8","0.07-0.05-80-10"
"0.07","0.05","80","100","580.4","0.07-0.05-80-100"
"0.07","0.05","80","20","175.0","0.07-0.05-80-20"
"0.07","0.05","80","30","276.6","0.07-0.05-80-30"
"0.07","0.05","80","40","259.5","0.07-0.05-80-40"
"0.07","0.05","80","50","320.1","0.07-0.05-80-50"
"0.07","0.05","80","60","386.2","0.07-0.05-80-60"
"0.07","0.05","80","70","473.3","0.07-0.05-80-70"
"0.07","0.05","80","80","414.2","0.07-0.05-80-80"
"0.07","0.05","80","90","431.5","0.07-0.05-80-90"
"0.07","0.05","90","10","77.0","0.07-0.05-90-10"
"0.07","0.05","90","100","446.3","0.07-0.05-90-100"
"0.07","0.05","90","20","157.1","0.07-0.05-90-20"
"0.07","0.05","90","30","242.7","0.07-0.05-90-30"
"0.07","0.05","90","40","254.5","0.07-0.05-90-40"
"0.07","0.05","90","50","371.6","0.07-0.05-90-50"
"0.07","0.05","90","60","393.5","0.07-0.05-90-60"
"0.07","0.05","90","70","327.6","0.07-0.05-90-70"
"0.07","0.05","90","80","456.1","0.07-0.05-90-80"
"0.07","0.05","90","90","464.7","0.07-0.05-90-90"
"0.07","0.06","10","10","95.3","0.07-0.06-10-10"
"0.07","0.06","10","100","153.5","0.07-0.06-10-100"
"0.07","0.06","10","20","139.8","0.07-0.06-10-20"
"0.07","0.06","10","30","113.6","0.07-0.06-10-30"
"0.07","0.06","10","40","114.6","0.07-0.06-10-40"
"0.07","0.06","10","50","156.9","0.07-0.06-10-50"
"0.07","0.06","10","60","179.2","0.07-0.06-10-60"
"0.07","0.06","10","70","154.8","0.07-0.06-10-70"
"0.07","0.06","10","80","120.5","0.07-0.06-10-80"
"0.07","0.06","10","90","159.8","0.07-0.06-10-90"
"0.07","0.06","100","10","81.3","0.07-0.06-100-10"
"0.07","0.06","100","100","458.8","0.07-0.06-100-100"
"0.07","0.06","100","20","212.5","0.07-0.06-100-20"
"0.07","0.06","100","30","197.7","0.07-0.06-100-30"
"0.07","0.06","100","40","244.1","0.07-0.06-100-40"
"0.07","0.06","100","50","335.0","0.07-0.06-100-50"
"0.07","0.06","100","60","323.6","0.07-0.06-100-60"
"0.07","0.06","100","70","435.5","0.07-0.06-100-70"
"0.07","0.06","100","80","451.8","0.07-0.06-100-80"
"0.07","0.06","100","90","491.1","0.07-0.06-100-90"
"0.07","0.06","20","10","86.0","0.07-0.06-20-10"
"0.07","0.06","20","100","246.5","0.07-0.06-20-100"
"0.07","0.06","20","20","129.3","0.07-0.06-20-20"
"0.07","0.06","20","30","130.7","0.07-0.06-20-30"
"0.07","0.06","20","40","135.0","0.07-0.06-20-40"
"0.07","0.06","20","50","147.8","0.07-0.06-20-50"
"0.07","0.06","20","60","166.8","0.07-0.06-20-60"
"0.07","0.06","20","70","178.2","0.07-0.06-20-70"
"0.07","0.06","20","80","181.8","0.07-0.06-20-80"
"0.07","0.06","20","90","203.4","0.07-0.06-20-90"
"0.07","0.06","30","10","84.2","0.07-0.06-30-10"
"0.07","0.06","30","100","293.4","0.07-0.06-30-100"
"0.07","0.06","30","20","110.5","0.07-0.06-30-20"
"0.07","0.06","30","30","182.0","0.07-0.06-30-30"
"0.07","0.06","30","40","205.4","0.07-0.06-30-40"
"0.07","0.06","30","50","208.7","0.07-0.06-30-50"
"0.07","0.06","30","60","234.7","0.07-0.06-30-60"
"0.07","0.06","30","70","313.4","0.07-0.06-30-70"
"0.07","0.06","30","80","308.6","0.07-0.06-30-80"
"0.07","0.06","30","90","295.9","0.07-0.06-30-90"
"0.07","0.06","40","10","110.3","0.07-0.06-40-10"
"0.07","0.06","40","100","336.8","0.07-0.06-40-100"
"0.07","0.06","40","20","144.5","0.07-0.06-40-20"
"0.07","0.06","40","30","228.3","0.07-0.06-40-30"
"0.07","0.06","40","40","223.4","0.07-0.06-40-40"
"0.07","0.06","40","50","294.5","0.07-0.06-40-50"
"0.07","0.06","40","60","245.3","0.07-0.06-40-60"
"0.07","0.06","40","70","254.6","0.07-0.06-40-70"
"0.07","0.06","40","80","310.6","0.07-0.06-40-80"
"0.07","0.06","40","90","288.2","0.07-0.06-40-90"
"0.07","0.06","50","10","120.2","0.07-0.06-50-10"
"0.07","0.06","50","100","341.5","0.07-0.06-50-100"
"0.07","0.06","50","20","215.0","0.07-0.06-50-20"
"0.07","0.06","50","30","179.3","0.07-0.06-50-30"
"0.07","0.06","50","40","189.4","0.07-0.06-50-40"
"0.07","0.06","50","50","384.4","0.07-0.06-50-50"
"0.07","0.06","50","60","252.1","0.07-0.06-50-60"
"0.07","0.06","50","70","353.0","0.07-0.06-50-70"
"0.07","0.06","50","80","384.5","0.07-0.06-50-80"
"0.07","0.06","50","90","403.7","0.07-0.06-50-90"
"0.07","0.06","60","10","134.2","0.07-0.06-60-10"
"0.07","0.06","60","100","450.0","0.07-0.06-60-100"
"0.07","0.06","60","20","178.1","0.07-0.06-60-20"
"0.07","0.06","60","30","268.0","0.07-0.06-60-30"
"0.07","0.06","60","40","232.7","0.07-0.06-60-40"
"0.07","0.06","60","50","303.5","0.07-0.06-60-50"
"0.07","0.06","60","60","387.8","0.07-0.06-60-60"
"0.07","0.06","60","70","427.1","0.07-0.06-60-70"
"0.07","0.06","60","80","290.0","0.07-0.06-60-80"
"0.07","0.06","60","90","335.8","0.07-0.06-60-90"
"0.07","0.06","70","10","145.3","0.07-0.06-70-10"
"0.07","0.06","70","100","411.1","0.07-0.06-70-100"
"0.07","0.06","70","20","162.2","0.07-0.06-70-20"
"0.07","0.06","70","30","261.3","0.07-0.06-70-30"
"0.07","0.06","70","40","295.9","0.07-0.06-70-40"
"0.07","0.06","70","50","300.2","0.07-0.06-70-50"
"0.07","0.06","70","60","298.5","0.07-0.06-70-60"
"0.07","0.06","70","70","353.5","0.07-0.06-70-70"
"0.07","0.06","70","80","390.6","0.07-0.06-70-80"
"0.07","0.06","70","90","418.8","0.07-0.06-70-90"
"0.07","0.06","80","10","95.9","0.07-0.06-80-10"
"0.07","0.06","80","100","401.4","0.07-0.06-80-100"
"0.07","0.06","80","20","195.5","0.07-0.06-80-20"
"0.07","0.06","80","30","224.8","0.07-0.06-80-30"
"0.07","0.06","80","40","187.4","0.07-0.06-80-40"
"0.07","0.06","80","50","333.6","0.07-0.06-80-50"
"0.07","0.06","80","60","405.9","0.07-0.06-80-60"
"0.07","0.06","80","70","354.5","0.07-0.06-80-70"
"0.07","0.06","80","80","360.9","0.07-0.06-80-80"
"0.07","0.06","80","90","481.7","0.07-0.06-80-90"
"0.07","0.06","90","10","119.6","0.07-0.06-90-10"
"0.07","0.06","90","100","563.7","0.07-0.06-90-100"
"0.07","0.06","90","20","156.7","0.07-0.06-90-20"
"0.07","0.06","90","30","214.5","0.07-0.06-90-30"
"0.07","0.06","90","40","262.1","0.07-0.06-90-40"
"0.07","0.06","90","50","384.1","0.07-0.06-90-50"
"0.07","0.06","90","60","330.0","0.07-0.06-90-60"
"0.07","0.06","90","70","427.8","0.07-0.06-90-70"
"0.07","0.06","90","80","415.0","0.07-0.06-90-80"
"0.07","0.06","90","90","461.7","0.07-0.06-90-90"
"0.07","0.07","10","10","63.9","0.07-0.07-10-10"
"0.07","0.07","10","100","135.7","0.07-0.07-10-100"
"0.07","0.07","10","20","109.2","0.07-0.07-10-20"
"0.07","0.07","10","30","130.8","0.07-0.07-10-30"
"0.07","0.07","10","40","114.3","0.07-0.07-10-40"
"0.07","0.07","10","50","140.5","0.07-0.07-10-50"
"0.07","0.07","10","60","150.0","0.07-0.07-10-60"
"0.07","0.07","10","70","124.7","0.07-0.07-10-70"
"0.07","0.07","10","80","118.4","0.07-0.07-10-80"
"0.07","0.07","10","90","126.8","0.07-0.07-10-90"
"0.07","0.07","100","10","122.9","0.07-0.07-100-10"
"0.07","0.07","100","100","453.2","0.07-0.07-100-100"
"0.07","0.07","100","20","155.0","0.07-0.07-100-20"
"0.07","0.07","100","30","286.1","0.07-0.07-100-30"
"0.07","0.07","100","40","306.5","0.07-0.07-100-40"
"0.07","0.07","100","50","310.9","0.07-0.07-100-50"
"0.07","0.07","100","60","338.2","0.07-0.07-100-60"
"0.07","0.07","100","70","355.7","0.07-0.07-100-70"
"0.07","0.07","100","80","365.0","0.07-0.07-100-80"
"0.07","0.07","100","90","531.4","0.07-0.07-100-90"
"0.07","0.07","20","10","76.2","0.07-0.07-20-10"
"0.07","0.07","20","100","174.9","0.07-0.07-20-100"
"0.07","0.07","20","20","144.7","0.07-0.07-20-20"
"0.07","0.07","20","30","147.9","0.07-0.07-20-30"
"0.07","0.07","20","40","128.3","0.07-0.07-20-40"
"0.07","0.07","20","50","181.2","0.07-0.07-20-50"
"0.07","0.07","20","60","178.4","0.07-0.07-20-60"
"0.07","0.07","20","70","199.0","0.07-0.07-20-70"
"0.07","0.07","20","80","228.8","0.07-0.07-20-80"
"0.07","0.07","20","90","209.7","0.07-0.07-20-90"
"0.07","0.07","30","10","73.9","0.07-0.07-30-10"
"0.07","0.07","30","100","227.1","0.07-0.07-30-100"
"0.07","0.07","30","20","156.2","0.07-0.07-30-20"
"0.07","0.07","30","30","152.7","0.07-0.07-30-30"
"0.07","0.07","30","40","238.5","0.07-0.07-30-40"
"0.07","0.07","30","50","167.3","0.07-0.07-30-50"
"0.07","0.07","30","60","247.5","0.07-0.07-30-60"
"0.07","0.07","30","70","248.9","0.07-0.07-30-70"
"0.07","0.07","30","80","227.8","0.07-0.07-30-80"
"0.07","0.07","30","90","203.2","0.07-0.07-30-90"
"0.07","0.07","40","10","108.6","0.07-0.07-40-10"
"0.07","0.07","40","100","230.0","0.07-0.07-40-100"
"0.07","0.07","40","20","189.6","0.07-0.07-40-20"
"0.07","0.07","40","30","207.9","0.07-0.07-40-30"
"0.07","0.07","40","40","234.4","0.07-0.07-40-40"
"0.07","0.07","40","50","267.7","0.07-0.07-40-50"
"0.07","0.07","40","60","242.3","0.07-0.07-40-60"
"0.07","0.07","40","70","247.5","0.07-0.07-40-70"
"0.07","0.07","40","80","295.6","0.07-0.07-40-80"
"0.07","0.07","40","90","240.2","0.07-0.07-40-90"
"0.07","0.07","50","10","116.0","0.07-0.07-50-10"
"0.07","0.07","50","100","302.4","0.07-0.07-50-100"
"0.07","0.07","50","20","173.9","0.07-0.07-50-20"
"0.07","0.07","50","30","234.3","0.07-0.07-50-30"
"0.07","0.07","50","40","234.3","0.07-0.07-50-40"
"0.07","0.07","50","50","290.2","0.07-0.07-50-50"
"0.07","0.07","50","60","304.4","0.07-0.07-50-60"
"0.07","0.07","50","70","313.1","0.07-0.07-50-70"
"0.07","0.07","50","80","246.5","0.07-0.07-50-80"
"0.07","0.07","50","90","315.1","0.07-0.07-50-90"
"0.07","0.07","60","10","106.3","0.07-0.07-60-10"
"0.07","0.07","60","100","347.9","0.07-0.07-60-100"
"0.07","0.07","60","20","154.3","0.07-0.07-60-20"
"0.07","0.07","60","30","267.5","0.07-0.07-60-30"
"0.07","0.07","60","40","263.6","0.07-0.07-60-40"
"0.07","0.07","60","50","267.5","0.07-0.07-60-50"
"0.07","0.07","60","60","222.1","0.07-0.07-60-60"
"0.07","0.07","60","70","323.8","0.07-0.07-60-70"
"0.07","0.07","60","80","381.4","0.07-0.07-60-80"
"0.07","0.07","60","90","313.9","0.07-0.07-60-90"
"0.07","0.07","70","10","134.9","0.07-0.07-70-10"
"0.07","0.07","70","100","292.8","0.07-0.07-70-100"
"0.07","0.07","70","20","191.5","0.07-0.07-70-20"
"0.07","0.07","70","30","240.1","0.07-0.07-70-30"
